Sensor_48,Sensor_80,Sensor_112,Sensor_176,Sensor_87,Sensor_103,Sensor_88,Sensor_89,Sensor_104,Sensor_105,Sensor_91,Sensor_107,Label
101,130,128,619,236,138,347,611,406,504,2003,3620,left
105,127,126,625,240,138,367,617,398,501,2016,3607,left
107,128,125,618,233,141,345,609,410,509,2027,3629,left
106,121,128,611,233,138,352,612,419,501,2016,3645,left
106,124,131,618,233,141,352,612,414,509,2007,3623,left
103,130,125,625,243,138,355,624,415,501,2004,3648,left
107,124,122,631,240,141,360,622,406,504,2019,3777,left
101,136,120,626,242,141,358,622,414,508,1984,3598,left
99,133,122,618,243,138,363,624,414,518,2004,3614,left
99,128,125,624,240,142,364,626,424,506,2025,3660,left
19,127,117,633,247,145,367,629,423,522,1994,3592,left
105,121,123,620,242,149,369,632,422,516,1967,3452,left
104,128,129,598,219,142,332,598,390,471,1941,3707,left
102,126,130,495,33,13,23,172,173,338,1181,4038,left
103,130,115,445,177,225,217,328,315,340,672,1273,left
98,120,114,465,178,224,197,334,292,325,574,894,left
101,124,97,580,196,238,245,363,293,325,827,1541,left
99,123,90,693,229,249,301,470,322,361,953,1361,left
104,116,134,670,234,247,296,431,333,357,938,1314,left
96,119,109,640,227,243,303,421,342,372,1188,1739,left
93,128,95,613,246,219,322,444,323,357,1516,2355,left
98,127,106,602,272,241,318,455,340,370,1601,2423,left
96,119,111,524,239,240,317,466,335,379,1884,3319,left
91,113,110,558,258,253,353,519,359,414,2385,3689,left
92,124,117,523,215,228,290,459,302,393,1777,3204,left
101,121,124,484,109,69,219,459,288,393,1537,2285,left
102,117,121,554,159,152,260,523,284,452,1771,2667,left
101,119,108,658,206,190,306,703,311,592,1484,1872,left
101,117,107,657,215,197,311,744,299,648,1588,2123,left
102,119,112,658,227,219,339,783,308,660,1633,2111,left
107,113,113,674,222,220,337,787,320,672,1656,2129,left
100,119,110,671,231,220,347,790,317,696,1663,2173,left
104,114,113,682,227,227,358,817,329,716,1718,2157,left
102,115,117,679,237,224,362,822,314,726,1727,2183,left
101,118,122,676,234,232,359,810,323,752,1718,2225,left
103,121,119,688,237,226,350,821,324,741,1712,2250,left
108,118,114,683,238,229,352,844,328,760,1714,2212,left
105,121,122,693,231,236,363,844,335,746,1688,2207,left
101,118,125,674,225,237,356,850,337,748,1735,2273,left
98,122,120,688,235,241,372,866,322,749,1750,2260,left
86,122,117,684,239,245,372,862,334,732,1747,2303,left
105,116,120,686,240,241,369,874,341,750,1764,2329,left
96,119,120,681,243,249,369,883,349,751,1749,2327,left
99,123,117,677,244,244,378,867,344,743,1828,2437,left
105,116,123,680,227,250,366,861,347,745,1774,2368,left
106,118,124,691,232,246,360,836,342,733,1710,2338,left
98,115,126,700,228,243,342,832,344,742,1724,2396,left
102,116,121,697,246,237,361,849,341,739,1768,2426,left
104,116,119,704,233,251,358,834,349,739,1755,2410,left
102,119,127,696,236,255,365,843,349,744,1735,2395,left
95,122,127,697,237,237,370,856,345,735,1773,2407,left
95,122,121,694,242,244,353,847,345,735,1763,2422,left
104,116,121,706,247,241,373,865,353,749,1785,2420,left
102,119,126,694,219,245,362,854,354,736,1769,2441,left
99,119,124,695,236,245,369,855,358,741,1790,2441,left
103,125,121,679,240,252,370,860,350,750,1791,2424,left
102,116,118,699,240,253,366,847,359,758,1800,2463,left
102,126,127,695,237,248,363,852,349,758,1794,2448,left
96,129,133,587,193,155,320,664,366,544,2912,5782,left
106,121,118,835,286,346,409,645,478,591,1217,1663,left
94,122,121,648,137,106,206,371,308,363,1241,2334,left
94,123,126,670,88,8,201,371,245,299,1621,3255,left
95,122,119,729,247,189,314,557,342,477,1324,2169,left
103,118,123,744,271,249,367,592,364,492,1557,2553,left
99,116,126,742,282,251,365,595,371,492,1602,2671,left
103,126,120,753,288,250,383,599,361,478,1583,2610,left
103,116,124,748,269,240,366,601,363,475,1618,2682,left
101,132,122,734,276,245,366,613,368,468,1610,2675,left
103,123,124,728,280,249,370,605,368,469,1656,2728,left
101,129,119,726,287,253,374,610,377,479,1658,2753,left
101,120,119,730,281,260,371,620,384,494,1643,2738,left
102,122,121,719,269,246,373,617,356,478,1616,2812,left
108,112,119,722,262,255,390,617,384,491,1739,2908,left
102,112,126,726,289,260,407,610,393,500,1688,2787,left
100,127,121,721,297,255,401,612,392,482,1724,2889,left
104,115,113,724,309,265,413,613,379,486,1717,2891,left
102,121,116,731,312,265,436,621,398,493,1702,2785,left
100,120,116,725,304,263,421,627,401,487,1733,2918,left
104,121,119,726,315,254,431,629,387,485,1699,2808,left
101,122,119,725,320,266,429,649,404,486,1724,2863,left
102,115,119,730,312,273,432,617,399,498,1683,2834,left
100,110,122,726,307,268,431,626,387,495,1772,2983,left
100,118,116,738,312,262,432,626,388,483,1702,2851,left
103,116,124,741,299,238,438,641,409,514,1759,2948,left
98,110,118,718,230,195,346,677,404,602,1312,1824,left
101,115,117,729,233,231,309,578,328,466,1705,2612,left
101,120,116,739,209,217,302,536,347,422,1862,3071,left
99,117,116,749,230,226,335,588,373,453,1829,2990,left
95,115,121,741,242,228,345,567,363,465,1876,3070,left
106,110,111,752,250,232,377,594,376,488,1890,3102,left
97,113,122,751,250,243,381,612,384,504,1873,3069,left
100,113,122,739,253,232,372,607,396,501,1882,3093,left
97,116,122,743,249,240,376,611,385,510,1861,3087,left
82,123,120,741,276,231,386,627,388,501,1933,3223,left
104,116,123,761,261,234,385,627,387,504,1910,3193,left
98,113,118,742,258,248,370,614,387,516,1917,3190,left
96,114,117,745,259,237,396,653,403,530,1917,3121,left
100,118,109,737,271,242,413,674,404,536,1972,3211,left
103,118,113,755,261,270,426,791,409,624,1978,3022,left
97,113,122,786,286,289,405,749,425,592,1854,2904,left
97,114,117,750,270,275,392,703,424,562,1907,3112,left
97,121,117,760,289,223,421,742,419,574,1912,3036,left
99,115,118,771,275,290,402,735,421,562,1931,3108,left
100,116,120,773,274,300,401,739,437,585,1978,3207,left
98,115,123,747,272,296,407,736,436,579,1934,3137,left
96,123,121,753,275,306,426,752,435,585,2035,3275,left
98,120,118,761,283,302,427,773,434,583,2026,3223,left
98,114,121,768,277,287,415,763,449,592,1827,2837,left
97,118,123,721,284,303,468,877,461,661,2559,3911,left
100,120,120,741,248,248,378,696,398,554,2131,3561,left
99,118,118,734,212,193,332,572,332,464,2064,3783,left
101,118,120,736,250,191,337,582,370,497,2097,3777,left
82,117,120,765,337,325,444,767,471,613,1670,2485,left
97,124,123,756,295,266,431,730,426,589,1827,2972,left
433,808,493,172,331,431,425,626,431,460,961,622,right
428,809,501,168,331,421,430,641,421,454,979,626,right
386,826,516,174,373,459,453,626,450,472,982,777,right
321,767,500,163,274,389,351,543,393,464,893,924,right
310,771,500,168,252,368,331,519,376,450,836,856,right
335,850,624,177,353,476,443,588,446,484,744,712,right
331,788,545,164,396,534,474,682,502,566,1192,956,right
331,727,471,174,439,569,525,732,545,606,1139,718,right
174,780,591,180,627,796,710,841,720,720,1221,915,right
150,814,809,168,558,689,631,841,639,644,930,689,right
164,747,678,173,429,506,540,811,515,655,1538,1039,right
184,907,745,173,471,559,560,857,559,686,1268,853,right
189,910,765,164,443,560,537,853,560,704,1385,981,right
195,924,790,165,455,560,554,862,546,698,1361,946,right
200,907,774,176,455,568,554,851,568,707,1348,916,right
204,917,793,167,459,566,563,855,576,715,1359,937,right
199,908,792,168,469,580,560,851,576,705,1316,931,right
206,919,784,167,469,571,564,857,581,700,1356,938,right
204,910,798,165,466,576,566,865,586,711,1360,939,right
199,922,795,166,473,567,568,849,567,691,1293,905,right
203,925,801,179,474,576,570,858,586,706,1350,922,right
199,933,796,178,480,573,571,859,583,708,1359,929,right
213,920,797,173,479,580,560,847,585,699,1311,919,right
176,920,806,176,470,576,555,852,586,706,1357,927,right
209,921,798,177,470,576,556,853,586,701,1352,933,right
210,920,802,177,465,591,560,847,591,717,1338,922,right
205,927,812,167,466,578,556,848,588,713,1359,924,right
205,930,804,180,483,582,569,863,592,707,1342,917,right
191,930,810,177,479,577,569,868,582,712,1342,917,right
205,925,786,175,460,592,565,863,587,718,1350,941,right
208,947,790,175,478,590,579,862,595,717,1283,913,right
208,933,779,181,470,591,571,870,587,712,1339,928,right
211,922,793,172,471,597,571,865,592,723,1347,941,right
214,917,786,175,473,592,573,849,592,718,1274,912,right
205,927,799,175,466,589,566,853,589,720,1326,944,right
211,930,801,178,478,593,574,867,588,714,1348,948,right
207,927,791,179,475,598,575,853,593,719,1293,925,right
206,923,816,168,472,595,572,855,595,721,1342,951,right
211,926,810,175,479,599,570,870,594,726,1351,955,right
209,935,816,183,500,610,592,867,615,727,1323,934,right
199,801,684,173,500,621,596,888,616,777,2228,1657,right
175,693,670,173,536,660,620,895,655,792,1432,1067,right
154,719,746,179,671,945,746,987,928,969,1397,988,right
153,738,440,180,744,1025,859,1125,969,963,1702,1147,right
238,613,268,182,706,491,921,1245,615,708,1787,959,right
299,496,241,185,510,577,641,958,630,659,1771,1001,right
253,491,267,189,464,544,587,846,596,625,1935,1187,right
235,472,225,189,491,620,601,832,655,645,1922,1207,right
254,451,272,184,377,488,529,838,542,747,2151,1079,right
227,496,284,174,389,512,505,772,521,609,2046,1087,right
296,481,291,183,397,520,518,829,547,660,1937,975,right
307,472,291,182,388,479,508,807,505,615,1921,1004,right
305,482,295,179,389,499,505,798,517,628,1910,1021,right
310,478,300,179,389,495,510,799,518,629,1949,1006,right
313,478,290,176,381,497,487,793,510,625,1927,978,right
311,473,300,173,368,493,492,783,511,622,1949,997,right
305,479,293,177,386,499,492,795,508,624,1990,1000,right
308,482,286,174,380,495,491,792,517,619,1924,989,right
318,479,293,177,386,499,497,806,521,633,1976,1004,right
312,480,297,174,382,500,489,796,523,629,1972,1018,right
315,482,291,185,397,490,500,798,526,619,1916,1000,right
324,484,287,161,395,490,493,802,521,618,1965,1027,right
322,476,294,171,388,498,499,791,529,593,1847,985,right
315,470,293,161,381,485,493,785,525,623,1946,1020,right
313,485,294,171,383,476,494,780,511,598,1897,1001,right
321,476,290,177,370,452,476,761,501,602,2076,1122,right
320,469,302,181,373,456,483,763,509,610,1960,1074,right
320,475,298,178,365,457,470,769,505,606,1986,1099,right
323,470,292,181,373,456,488,780,500,601,2023,1081,right
320,473,295,178,368,457,482,778,510,606,2002,1087,right
318,467,299,175,378,457,485,771,511,612,1998,1112,right
317,474,304,175,373,457,479,763,506,612,2007,1101,right
320,474,303,178,377,453,487,768,506,612,2026,1106,right
327,482,306,112,379,458,486,768,515,612,2043,1101,right
327,476,299,179,374,466,485,766,515,617,2015,1101,right
317,476,305,172,370,450,485,761,512,614,2022,1110,right
323,476,299,175,379,449,495,772,515,612,2045,1107,right
321,474,299,175,373,457,479,758,502,612,1982,1095,right
322,481,309,165,370,455,481,766,517,614,2015,1122,right
321,485,313,168,374,454,485,771,511,613,2027,1108,right
327,479,296,176,377,464,493,769,512,604,1963,1072,right
327,476,296,179,379,457,490,777,511,607,2030,1106,right
322,473,302,173,371,463,491,773,517,619,2027,1122,right
330,480,305,173,374,458,490,776,511,603,2013,1097,right
327,483,296,177,369,471,484,780,520,613,1963,1097,right
331,475,299,208,365,467,479,775,516,608,1963,1097,right
328,484,302,180,364,467,479,774,507,608,1961,1102,right
322,481,307,173,371,462,486,775,511,603,1921,1079,right
330,481,296,173,375,466,481,776,511,603,1959,1072,right
325,475,292,170,360,469,479,775,509,614,1971,1091,right
322,479,296,167,364,458,488,774,512,609,1976,1109,right
204,496,263,170,526,591,656,919,646,682,3300,1469,right
165,526,214,167,634,704,783,1064,688,742,3665,1609,right
157,470,333,168,430,454,526,722,495,564,1889,1309,right
144,514,272,157,873,1330,1004,1181,1309,1205,2316,1309,right
136,560,522,165,518,556,560,705,547,580,834,608,right
141,580,577,170,495,574,571,768,574,662,1235,994,right
130,593,575,192,469,522,554,752,536,674,1619,1269,right
128,608,596,164,460,521,535,741,517,647,1495,1096,right
138,608,598,167,464,531,549,768,531,663,1563,1186,right
142,613,601,168,474,550,559,774,541,674,1551,1168,right
140,614,608,162,465,558,560,770,543,682,1581,1198,right
140,621,606,161,480,554,581,778,539,683,1615,1200,right
145,618,611,162,477,578,563,780,554,693,1604,1225,right
144,618,611,163,477,568,578,786,553,687,1599,1205,right
140,630,615,163,480,573,571,782,554,688,1521,1169,right
148,624,610,170,482,582,579,792,553,677,1586,1181,right
146,616,606,168,489,587,576,785,577,693,1629,1253,right
136,639,604,153,556,664,649,860,649,752,1055,747,right
140,630,589,171,496,576,576,795,567,679,1223,862,right
153,634,587,169,484,565,560,768,550,683,1390,1009,right
147,623,589,170,491,572,568,796,563,698,1590,1193,right
145,619,598,167,487,571,574,803,561,712,1623,1213,right
142,634,597,167,496,580,584,808,565,706,1600,1199,right
150,626,592,178,493,580,590,805,565,706,1627,1211,right
146,627,586,165,489,587,581,795,577,729,1636,1234,right
149,627,606,161,489,592,576,812,577,714,1622,1229,right
148,640,603,171,502,582,584,809,572,719,1603,1209,right
148,627,598,172,499,576,587,813,576,712,1631,1194,right
143,628,606,168,500,592,583,814,587,729,1640,1228,right
141,636,609,130,508,582,591,822,577,719,1599,1196,right
143,638,605,172,504,582,597,819,577,725,1646,1229,right
143,658,609,172,504,567,587,819,581,723,1654,1220,right
143,638,611,173,505,595,598,825,590,733,1605,1187,right
141,644,609,166,491,593,578,803,588,736,1663,1243,right
145,639,605,166,505,593,598,820,583,730,1671,1236,right
145,639,607,166,510,592,598,826,592,735,1642,1215,right
143,635,614,163,501,609,584,816,589,738,1673,1240,right
143,639,610,166,501,584,589,810,584,742,1658,1244,right
81,643,612,169,509,598,592,819,588,737,1611,1213,right
148,635,608,170,506,588,595,816,584,726,1660,1225,right
143,635,615,170,506,598,589,800,593,747,1668,1251,right
136,649,613,162,510,595,599,826,590,733,1636,1222,right
146,645,612,169,511,594,605,828,589,738,1682,1253,right
146,640,613,173,511,596,605,828,586,745,1689,1262,right
146,630,617,167,511,604,600,822,594,749,1646,1240,right
144,640,580,167,511,595,609,827,595,744,1688,1261,right
146,631,613,174,522,599,611,830,599,743,1679,1245,right
146,639,618,167,510,603,609,826,608,752,1607,1212,right
146,632,617,174,517,610,606,830,605,750,1673,1261,right
142,631,617,163,512,607,590,823,602,752,1685,1271,right
145,647,619,169,668,903,777,1004,879,975,1469,1086,right
144,564,536,167,545,639,632,817,679,720,1040,852,right
150,470,233,173,599,498,768,1062,534,655,1559,893,right
176,495,218,178,554,483,719,1078,538,712,2396,1289,right
308,449,259,181,356,430,490,871,494,668,2207,1108,right
355,495,261,177,375,479,508,823,501,614,1732,971,right
375,493,269,172,374,477,506,838,507,578,1510,842,right
375,500,271,174,390,437,513,830,484,571,1484,839,right
389,498,266,178,371,424,502,800,479,571,1406,838,right
389,498,270,169,376,428,502,805,478,570,1438,848,right
394,497,271,166,371,433,506,798,479,589,1383,849,right
390,506,272,175,375,434,510,804,476,572,1449,851,right
397,498,272,169,372,441,507,812,479,562,1460,865,right
391,508,273,163,365,455,495,774,490,575,1397,897,right
394,510,276,167,362,434,501,803,463,554,1441,866,right
397,503,269,170,364,446,494,806,463,550,1486,866,right
401,497,276,164,358,438,488,777,468,550,1422,867,right
404,499,273,167,360,433,490,787,463,536,1509,896,right
397,504,277,167,360,428,486,793,462,545,1551,914,right
404,518,269,174,356,432,495,798,465,548,1551,922,right
400,493,270,169,329,406,448,725,427,527,1781,1147,right
330,455,260,150,273,331,370,592,376,479,1954,1471,right
266,423,253,166,385,264,472,679,358,414,1831,1018,right
550,656,268,171,301,341,410,684,369,511,1198,961,right
603,730,315,167,344,430,474,786,443,541,1014,697,right
601,764,362,162,331,397,469,784,426,524,991,806,right
599,746,351,164,324,423,448,751,399,504,1106,855,right
613,747,358,174,331,429,470,737,446,528,1121,894,right
618,746,365,165,337,430,472,761,451,555,1139,875,right
615,755,367,165,336,432,467,755,457,545,1131,896,right
402,770,366,167,598,628,754,1033,613,643,1383,1012,right
224,668,354,160,902,1109,1126,1488,1083,1083,2726,1368,right
179,644,540,161,575,584,659,860,598,623,866,755,right
170,591,506,144,507,545,622,924,560,616,1838,1716,right
152,668,609,166,582,643,678,965,643,715,1164,911,right
157,690,644,167,569,601,680,903,616,708,1192,881,right
162,717,678,162,574,645,675,859,624,680,1136,857,right
154,698,651,158,562,613,655,884,598,729,1854,1457,right
166,689,632,162,554,622,662,915,607,727,1875,1453,right
161,696,654,159,556,628,659,910,613,734,1772,1449,right
161,713,649,169,546,619,664,922,619,729,1834,1451,right
163,720,685,164,560,638,678,927,623,716,1409,1085,right
157,708,680,164,559,641,681,919,647,719,1385,1088,right
163,706,691,157,556,620,669,912,641,724,1488,1183,right
165,707,679,167,557,631,664,919,636,719,1526,1202,right
169,700,685,168,556,636,663,906,626,725,1473,1184,right
163,696,683,159,552,643,653,907,638,721,1503,1244,right
166,691,678,160,543,637,649,895,632,731,1493,1198,right
168,705,671,170,556,626,658,906,636,719,1501,1177,right
166,511,685,164,551,641,652,893,636,724,1465,1177,right
169,706,681,164,561,633,658,895,623,716,1516,1207,right
169,705,677,171,561,633,663,906,633,721,1515,1199,right
164,695,685,169,561,637,658,883,647,715,1426,1173,right
169,689,685,166,555,632,652,882,647,737,1458,1186,right
166,694,688,172,580,632,662,899,642,726,1493,1186,right
172,680,683,172,562,647,659,890,647,737,1475,1202,right
167,693,682,162,560,647,651,870,642,725,1436,1166,right
167,700,678,166,571,647,668,894,637,721,1487,1192,right
175,701,675,172,562,648,664,902,643,732,1505,1206,right
172,697,684,169,563,648,655,895,638,732,1452,1187,right
164,670,650,162,577,658,686,941,663,739,1790,1542,right
163,599,503,169,850,840,990,1271,811,924,1776,1425,right
159,507,473,173,419,505,507,738,524,623,1978,1946,right
157,517,336,153,680,994,761,1059,1025,1050,1609,1375,right
158,509,294,176,725,647,872,1101,738,812,1182,904,right
158,435,216,179,408,456,557,814,505,634,2413,1686,right
158,415,228,173,331,416,485,765,475,645,3234,2275,right
153,440,237,174,337,378,467,732,443,586,1895,1766,right
158,388,238,175,266,321,380,668,378,560,1591,1755,right
157,394,239,186,275,340,394,685,390,588,1630,1778,right
149,400,237,170,313,403,443,777,461,637,1921,2020,right
155,383,237,170,400,515,544,831,588,721,1914,1999,right
141,398,239,166,398,432,472,674,416,449,755,798,right
153,430,185,173,330,371,421,625,355,408,1608,1460,right
152,371,231,173,218,314,292,520,306,421,1837,1717,right
147,377,247,172,213,312,310,543,300,427,1711,1665,right
142,380,239,170,219,310,317,551,306,435,1732,1678,right
144,389,236,174,227,330,322,557,310,435,1731,1680,right
154,399,234,177,225,335,327,573,311,441,1752,1726,right
150,391,244,169,222,348,338,581,328,458,1800,1707,right
143,396,209,181,262,363,383,581,342,450,3135,2169,right
149,412,192,171,305,412,430,673,394,505,2716,1829,right
150,401,211,174,284,392,405,622,375,452,2709,1795,right
148,407,213,165,277,374,394,620,369,442,2722,1802,right
151,418,205,171,299,394,418,668,385,472,2728,1841,right
150,411,206,167,300,407,411,641,403,487,2715,1844,right
152,403,209,168,285,401,390,627,379,471,2880,1933,right
148,403,213,161,281,371,399,633,367,467,2874,1943,right
145,411,206,170,293,379,407,632,375,462,2790,1912,right
182,421,205,171,297,381,395,628,360,465,2885,1967,right
153,400,212,168,286,385,404,640,381,464,2902,1973,right
148,408,219,168,293,408,412,638,378,470,2779,1933,right
